title
Top	Bottom	length	deuterium
1385.38	1385.88	0.5	-271
1385.88	1386.37	0.49	-273.67
1386.37	1386.96	0.59	-271.77
1386.96	1387.45	0.49	-273.49
1387.45	1388.04	0.59	-263
1388.04	1388.55	0.51	-271.27
1388.55	1389.04	0.49	-284.15
1389.04	1389.42	0.38	-274.35
1389.42	1389.93	0.51	-281.83
1389.93	1390.39	0.46	-273.63
1390.39	1390.97	0.58	-272.54
1390.97	1391.52	0.55	-279.72
1391.52	1392.07	0.55	-278.07
1392.07	1392.6	0.53	-276.45
1392.6	1393.11	0.51	-282.21
1393.11	1393.59	0.48	-284.71
1393.59	1394.1	0.51	-276.66
1394.1	1394.52	0.42	-283.36
1394.52	1394.98	0.46	-282.37
1394.98	1395.52	0.54	-268.33
1395.52	1396	0.48	-262.83
1396	1396.53	0.53	-269.6
1396.53	1397.1	0.57	-273.01
1397.1	1397.49	0.39	-269.72
1397.49	1397.95	0.46	-267.87
1397.95	1398.42	0.47	-273.89
1398.42	1398.92	0.5	-265.19
1398.92	1399.54	0.62	-263.68
1399.54	1400.02	0.48	-266.39
1400.02	1400.54	0.52	-259.12
1400.54	1401.22	0.68	-262.44
1401.22	1401.82	0.6	-271.08
1401.82	1402.36	0.54	-267.87
1402.36	1402.95	0.59	-264.36
1402.95	1403.48	0.53	-266.12
1403.48	1404.09	0.61	-267.75
1404.09	1404.56	0.47	-262.69
1404.56	1405.05	0.49	-259.52
1405.05	1405.63	0.58	-268.11
1405.63	1406.08	0.45	-263.46
1406.08	1406.59	0.51	-260.63
1406.59	1407.11	0.52	-261.64
1407.11	1407.6	0.49	-270.98
1407.6	1408.09	0.49	-276.27
1408.09	1408.66	0.57	-266.59
1408.66	1409.1	0.44	-266.63
1409.1	1409.67	0.57	-269.37
1409.67	1410.18	0.51	-266.59
1410.18	1410.68	0.5	-269.4
1410.68	1411.35	0.67	-268.02
1411.35	1411.82	0.47	-271.7
1411.82	1412.43	0.61	-247.88
1412.43	1412.86	0.43	-272.43
1412.86	1413.35	0.49	-263.9
1413.35	1413.84	0.49	-272.24
1413.84	1414.42	0.58	-263.94
1414.42	1415.05	0.63	-259.95
1415.05	1415.57	0.52	-267.6
1415.57	1416.09	0.52	-261.96
1416.09	1416.59	0.5	-265.92
1416.59	1417.06	0.47	-270.42
1417.06	1417.57	0.51	-270.53
1417.57	1418.07	0.5	-270.32
1418.07	1418.57	0.5	-270.28
1418.57	1419.08	0.51	-269.63
1419.08	1419.54	0.46	-261.92
1419.54	1420.19	0.65	-257.68
1420.19	1420.62	0.43	-259.51
1420.62	1421.13	0.51	-269.51
1421.13	1421.62	0.49	-266.5
1421.62	1422.17	0.55	-281.08
1422.17	1422.58	0.41	-270.3
1422.58	1423.19	0.61	-263.9
1423.19	1423.7	0.51	-267.1
1423.7	1424.21	0.51	-265.06
1424.21	1424.72	0.51	-271.99
1424.72	1425.24	0.52	-261.95
1425.24	1425.77	0.53	-272.08
1425.77	1426.25	0.48	-272.97
1426.25	1426.74	0.49	-264.17
1426.74	1427.26	0.52	-264.36
1427.26	1427.82	0.56	-265.56
1427.82	1428.41	0.59	-264.4
1428.41	1428.94	0.53	-252.62
1428.94	1429.55	0.61	-267.65
1429.55	1430.22	0.67	-264.39
1430.22	1430.71	0.49	-263.5
1430.71	1431.21	0.5	-266.85
1431.21	1431.76	0.55	-270.36
1431.76	1432.25	0.49	-264.88
1432.25	1432.8	0.55	-272.35
1432.8	1433.37	0.57	-267.75
1433.37	1433.86	0.49	-262.57
1433.86	1434.42	0.56	-260.34
1434.42	1434.93	0.51	-273.27
1434.93	1435.41	0.48	-265.89
1435.41	1435.95	0.54	-263.01
1435.95	1436.56	0.61	-264.84
1436.56	1437.13	0.57	-262.57
1437.13	1437.59	0.46	-267.98
1437.59	1438.15	0.56	-278.01
1438.15	1438.78	0.63	-260.58
1438.78	1439.29	0.51	-272.54
1439.29	1439.77	0.48	-270.93
1439.77	1440.3	0.53	-260.28
1440.3	1440.84	0.54	-267.36
1440.84	1441.32	0.48	-264.55
1441.32	1441.82	0.5	-261.98
1441.82	1442.22	0.4	-265.77
1442.22	1442.72	0.5	-268.35
1442.72	1443.21	0.49	-265.04
1443.21	1443.77	0.56	-268.96
1443.77	1444.36	0.59	-266.45
1444.36	1444.9	0.54	-266.98
1444.9	1445.4	0.5	-271.6
1445.4	1445.96	0.56	-268.67
1445.96	1446.46	0.5	-263.73
1446.46	1446.96	0.5	-257.29
1446.96	1447.54	0.58	-258.75
1447.54	1448.05	0.51	-263.16
1448.05	1448.63	0.58	-254.53
1448.63	1449.23	0.6	-271.31
1449.23	1449.78	0.55	-262.21
1449.78	1450.29	0.51	-277.02
1450.29	1450.81	0.52	-271.9
1450.81	1451.33	0.52	-265.54
1451.33	1451.86	0.53	-269.89
1451.86	1452.26	0.4	-263
1452.26	1452.79	0.53	-264.66
1452.79	1453.3	0.51	-271.99
1453.3	1453.76	0.46	-261.78
1453.76	1454.29	0.53	-262.92
1454.29	1454.76	0.47	-258.51
1454.76	1455.29	0.53	-267.74
1455.29	1455.72	0.43	-266.91
1455.72	1456.19	0.47	-268.57
1456.19	1456.63	0.44	-270.74
1456.63	1457.14	0.51	-273.75
1457.14	1457.63	0.49	-266.5
1457.63	1458.12	0.49	-261.68
1458.12	1458.62	0.5	-264.19
1458.62	1459.19	0.57	-267.69
1459.19	1459.63	0.44	-274.24
1459.63	1460.17	0.54	-258.34
1460.17	1460.63	0.46	-268.11
1460.63	1461.15	0.52	-269.61
1461.15	1461.71	0.56	-257.9
1461.71	1462.21	0.5	-258.23
1462.21	1462.82	0.61	-256.62
1462.82	1463.36	0.54	-265.24
1463.36	1463.89	0.53	-264.92
1463.89	1464.32	0.43	-253.47
1464.32	1464.88	0.56	-259.09
1464.88	1465.41	0.53	-259.98
1465.41	1465.99	0.58	-267.15
1465.99	1466.43	0.44	-263.71
1466.43	1466.98	0.55	-267.12
1466.98	1467.47	0.49	-270.29
1467.47	1467.91	0.44	-261.65
1467.91	1468.43	0.52	-262.05
1468.43	1468.95	0.52	-267.07
1468.95	1469.38	0.43	-268.05
1469.38	1469.92	0.54	-264.57
1469.92	1470.46	0.54	-300.4
1470.46	1470.9	0.44	-265.46
1470.9	1471.43	0.53	-267.09
1471.43	1471.86	0.43	-262.26
1471.86	1472.36	0.5	-269.05
1472.36	1472.92	0.56	-275.17
1472.92	1473.4	0.48	-262.74
1473.4	1473.91	0.51	-268.91
1473.91	1474.4	0.49	-264.43
1474.4	1474.87	0.47	-269.04
1474.87	1475.39	0.52	-267.31
1475.39	1475.86	0.47	-272.24
1475.86	1476.32	0.46	-275.6
1476.32	1476.79	0.47	-300.44
1476.79	1477.27	0.48	-264.13
1477.27	1477.76	0.49	-265.43
1477.76	1478.37	0.61	-255.08
1478.37	1478.98	0.61	-266.43
1478.98	1479.47	0.49	-264.25
1479.47	1479.94	0.47	-264.01
1479.94	1480.45	0.51	-272.15
1480.45	1480.97	0.52	-265.93
1480.97	1481.46	0.49	-261.48
1481.46	1482.03	0.57	-259.77
1482.03	1482.59	0.56	-255.06
1482.59	1483.11	0.52	-266.32
1483.11	1483.62	0.51	-300.27
1483.62	1484.1	0.48	-265.32
1484.1	1484.65	0.55	-267.74
1484.65	1485.23	0.58	-267.83
1485.23	1485.67	0.44	-266.29
1485.67	1486.29	0.62	-261.4
1486.29	1486.78	0.49	-275.52
1486.78	1487.2	0.42	-267.64
1487.2	1487.7	0.5	-269.38
1487.7	1488.21	0.51	-267.1
1488.21	1488.63	0.42	-263.78
1488.63	1489.1	0.47	-273.68
1489.1	1489.47	0.37	-263.74
1489.47	1490.11	0.64	-275.34
1490.11	1490.7	0.59	-267.49
1490.7	1491.23	0.53	-259.34
1491.23	1491.79	0.56	-270.25
1491.79	1492.2	0.41	-267.32
1492.2	1492.68	0.48	-270.38
1492.68	1493.22	0.54	-262.37
1493.22	1493.68	0.46	-262.84
1493.68	1494.11	0.43	-271.55
1494.11	1494.56	0.45	-270.45
1494.56	1494.96	0.4	-283.33
1494.96	1495.45	0.49	-274.67
1495.45	1495.91	0.46	-275.71
1495.91	1496.38	0.47	-277.45
1496.38	1496.85	0.47	-259.64
1496.85	1497.38	0.53	-272.28
1497.38	1497.81	0.43	-268.39
1497.81	1498.31	0.5	-266.84
1498.31	1498.8	0.49	-264.06
1498.8	1499.32	0.52	-264.66
1499.32	1499.73	0.41	-266.19
1499.73	1500.2	0.47	-267.99
1500.2	1500.74	0.54	-271.03
1500.74	1501.19	0.45	-265.39
1501.19	1501.66	0.47	-267.03
1501.66	1502.05	0.39	-270.59
1502.05	1502.51	0.46	-264
1502.51	1502.9	0.39	-267.83
1502.9	1503.36	0.46	-262.3
1503.36	1503.85	0.49	-252.78
1503.85	1504.41	0.56	-258
1504.41	1504.95	0.54	-269.27
1504.95	1505.44	0.49	-262.67
1505.44	1505.95	0.51	-260.89
1505.95	1506.45	0.5	-261.42
1506.45	1506.89	0.44	-263.22
1506.89	1507.31	0.42	-264.88
1507.31	1507.75	0.44	-267.38
1507.75	1508.24	0.49	-265.51
1508.24	1508.74	0.5	-267.75
1508.74	1509.22	0.48	-263.89
1509.22	1509.77	0.55	-260.65
1509.77	1510.18	0.41	-265.05
1510.18	1510.56	0.38	-266.27
1510.56	1511.04	0.48	-277.49
1511.04	1511.475	0.435	-267.75
1511.475	1511.97	0.495	-261.18
1511.97	1512.415	0.445	-271.83
1512.415	1512.905	0.49	-256.26
1512.905	1513.375	0.47	-267.38
1513.375	1513.805	0.43	-269.43
1513.805	1514.31	0.505	-268.91
1514.31	1514.775	0.465	-261.33
1514.775	1515.295	0.52	-269.52
1515.295	1515.75	0.455	-265.05
1515.75	1516.21	0.46	-274.48
1516.21	1516.7	0.49	-269.88
1516.7	1517.195	0.495	-266.23
1517.195	1517.7	0.505	-273.25
1517.7	1518.15	0.45	-263.7
1518.15	1518.57	0.42	-274.19
1518.57	1519.03	0.46	-259.03
1519.03	1519.5	0.47	-270.05
1519.5	1519.97	0.47	-265.91
1519.97	1520.385	0.415	-274.24
1520.385	1520.81	0.425	-271.27
1520.81	1521.235	0.425	-277.09
1521.235	1521.715	0.48	-269.68
1521.715	1522.12	0.405	-266.28
1522.12	1522.54	0.42	-272.51
1522.54	1522.885	0.345	-266.02
1522.885	1523.335	0.45	-265.51
1523.335	1523.785	0.45	-263.35
1523.785	1524.275	0.49	-269.94
1524.275	1524.685	0.41	-275.36
1524.685	1525.13	0.445	-260.22
1525.13	1525.565	0.435	-274.58
1525.565	1526.03	0.465	-266.31
1526.03	1526.5	0.47	-268.19
1526.5	1526.905	0.405	-271.91
1526.905	1527.34	0.435	-274.92
1527.34	1527.76	0.42	-257.71
1527.76	1528.225	0.465	-263.99
1528.225	1528.64	0.415	-260.94
1528.64	1529.15	0.51	-276.08
1529.15	1529.6	0.45	-270.67
1529.6	1530.01	0.41	-269.48
1530.01	1530.47	0.46	-254.08
1530.47	1530.81	0.34	-259.76
1530.81	1531.245	0.435	-275.97
1531.245	1531.69	0.445	-272.5
1531.69	1532.135	0.445	-268.82
1532.135	1532.6	0.465	-262.87
1532.6	1532.93	0.33	-263.89
1532.93	1533.445	0.515	-254.08
1533.445	1533.775	0.33	-267.25
1533.775	1534.245	0.47	-257.15
1534.245	1534.68	0.435	-278.9
1534.68	1535.225	0.545	-271.56
1535.225	1535.665	0.44	-268.75
1535.665	1536.105	0.44	-273.2
1536.105	1536.525	0.42	-261.17
1536.525	1536.965	0.44	-265.7
1536.965	1537.365	0.4	-264.57
1537.365	1537.705	0.34	-262.55
1537.705	1538.05	0.345	-268.14
1538.05	1538.475	0.425	999999
1538.475	1538.9	0.425	-259.48
1538.9	1539.315	0.415	-262.9
1539.315	1539.79	0.475	-271.46
1539.79	1540.28	0.49	-263.12
1540.28	1540.705	0.425	-268.03
1540.705	1541.165	0.46	-264.25
1541.165	1541.59	0.425	-268.99
1541.59	1542.04	0.45	-267.63
1542.04	1542.44	0.4	-270.44
1542.44	1542.79	0.35	-273.58
1542.79	1543.29	0.5	-273.31
1543.29	1543.695	0.405	-268.09
1543.695	1544.15	0.455	-270.86
1544.15	1544.575	0.425	-268
1544.575	1544.995	0.42	-264.45
1544.995	1545.375	0.38	-259.79
1545.375	1545.815	0.44	-258.43
1545.815	1546.22	0.405	-270.85
1546.22	1546.69	0.47	-266.76
1546.69	1547.125	0.435	-266.63
1547.125	1547.52	0.395	-273.29
1547.52	1547.92	0.4	-265.05
1547.92	1548.34	0.42	-272.11
1548.34	1548.815	0.475	-263.73
1548.815	1549.23	0.415	-277.38
1549.23	1549.735	0.505	-266.86
1549.735	1550.155	0.42	-263.35
1550.155	1550.61	0.455	-270.18
1550.61	1551.035	0.425	-264.24
1551.035	1551.45	0.415	-267.06
1551.45	1551.875	0.425	-267.24
1551.875	1552.37	0.495	-266.24
1552.37	1552.88	0.51	-266.22
1552.88	1553.28	0.4	-267.23
1553.28	1553.73	0.45	-272.84
1553.73	1554.13	0.4	-263.51
1554.13	1554.52	0.39	-277.27
1554.52	1554.935	0.415	-261.88
1554.935	1555.39	0.455	-265.11
1555.39	1555.765	0.375	-258.58
1555.765	1556.205	0.44	-254.74
1556.205	1556.7	0.495	-269.97
1556.7	1557.21	0.51	-268.85
1557.21	1557.63	0.42	-274.41
1557.63	1558.055	0.425	-279.39
1558.055	1558.465	0.41	-268.7
1558.465	1558.81	0.345	-271.36
1558.81	1559.23	0.42	-272.01
1559.23	1559.7	0.47	-273.39
1559.7	1560.07	0.37	-270.12
1560.07	1560.485	0.415	-268.96
1560.485	1560.895	0.41	-264.28
1560.895	1561.34	0.445	999999
1561.34	1561.77	0.43	999999
1561.77	1562.245	0.475	-268.01
1562.245	1562.775	0.53	-265.79
1562.775	1563.19	0.415	-263.25
1563.19	1563.615	0.425	-274.95
1563.615	1564.09	0.475	-269.45
1564.09	1564.5	0.41	-273.41
1564.5	1564.895	0.395	-275.29
1564.895	1565.295	0.4	-274.84
1565.295	1565.73	0.435	-270.67
1565.73	1566.15	0.42	-269.35
1566.15	1566.56	0.41	-271.6
1566.56	1566.945	0.385	-270.21
1566.945	1567.43	0.485	-269.04
1567.43	1567.775	0.345	-266.7
1567.775	1568.265	0.49	-269.25
1568.265	1568.69	0.425	-266.89
1568.69	1569.15	0.46	-267.51
1569.15	1569.57	0.42	999999
1569.57	1569.975	0.405	-276.98
1569.975	1570.32	0.345	-280.93
1570.32	1570.78	0.46	-274.21
1570.78	1571.28	0.5	-267.47
1571.28	1571.69	0.41	-270.01
1571.69	1572.14	0.45	-273.6
1572.14	1572.49	0.35	-268.42
1572.49	1572.98	0.49	-280.82
1572.98	1573.34	0.36	-270.83
1573.34	1573.755	0.415	-277.13
1573.755	1574.1	0.345	-265.84
1574.1	1574.5	0.4	-274.22
1574.5	1574.9	0.4	-273.06
1574.9	1575.295	0.395	-266.17
1575.295	1575.71	0.415	-264.99
1575.71	1576.12	0.41	-278.03
1576.12	1576.5	0.38	-274.46
1576.5	1576.84	0.34	-282.62
1576.84	1577.21	0.37	-270.83
1577.21	1577.63	0.42	-275.7
1577.63	1577.99	0.36	-273.53
1577.99	1578.36	0.37	-267.36
1578.36	1578.755	0.395	-276.08
1578.755	1579.16	0.405	-277.85
1579.16	1579.55	0.39	-271.46
1579.55	1579.89	0.34	-279.77
1579.89	1580.25	0.36	-276.2
1580.25	1580.61	0.36	-279.48
1580.61	1580.985	0.375	-277.24
1580.985	1581.395	0.41	-279.07
1581.395	1581.755	0.36	-272.11
1581.755	1582.115	0.36	-277.45
1582.115	1582.58	0.465	-273.04
1582.58	1582.99	0.41	-281.28
1582.99	1583.44	0.45	-274.45
1583.44	1583.84	0.4	-275.23
1583.84	1584.25	0.41	-267.11
1584.25	1584.65	0.4	-267.19
1584.65	1585.07	0.42	-268.82
1585.07	1585.495	0.425	-270.04
1585.495	1585.93	0.435	-271.8
1585.93	1586.315	0.385	-270.71
1586.315	1586.695	0.38	-274.26
1586.695	1587.07	0.375	999999
1587.07	1587.545	0.475	-261.88
1587.545	1588.015	0.47	-277.1
1588.015	1588.435	0.42	-272.96
1588.435	1588.815	0.38	-277.4
1588.815	1589.205	0.39	-269.44
1589.205	1589.53	0.325	-281.97
1589.53	1589.915	0.385	-285.91
1589.915	1590.295	0.38	-277.71
1590.295	1590.685	0.39	-282.35
1590.685	1590.975	0.29	-271.26
1590.975	1591.325	0.35	-280.93
1591.325	1591.73	0.405	-286.88
1591.73	1592.12	0.39	-275.92
1592.12	1592.515	0.395	-273.77
1592.515	1592.935	0.42	-273.87
1592.935	1593.32	0.385	-269.5
1593.32	1593.76	0.44	-275.87
1593.76	1594.19	0.43	-276.43
1594.19	1594.57	0.38	-271.41
1594.57	1594.99	0.42	-277.72
1594.99	1595.42	0.43	-276.68
1595.42	1595.795	0.375	-272.57
1595.795	1596.095	0.3	-282.34
1596.095	1596.48	0.385	-276.46
1596.48	1596.91	0.43	999999
1596.91	1597.34	0.43	-297.48
1597.34	1597.68	0.34	-291.12
1597.68	1598.09	0.41	-277.2
1598.09	1598.4	0.31	999999
1598.4	1598.7	0.3	999999
1598.7	1599.08	0.38	999999
1599.08	1599.485	0.405	999999
1599.485	1599.83	0.345	999999
1599.83	1600.212	0.382	999999
1600.212	1600.606	0.394	999999
